bug_id,title,description,error_code,bug_category,bug_domain,tech_stack,severity,environment,developer_role,root_cause,suggested_fix,explanation,created_at
BUG_023851,Database Bug detected in system,This issue relates to a database bug occurring in the application.,404.0,Database Bug,Cloud,Flask,Critical,Production,QA Engineer,Misconfiguration or logic issue related to database bug,Review and fix the database bug according to best practices,This bug requires a qa engineer due to its nature.,2025-05-01
BUG_023852,Concurrency Bug detected in system,This issue relates to a concurrency bug occurring in the application.,401.0,Concurrency Bug,Backend Systems,Flask,Low,Staging,Security Engineer,Misconfiguration or logic issue related to concurrency bug,Review and fix the concurrency bug according to best practices,This bug requires a security engineer due to its nature.,2025-02-21
BUG_023853,Database Bug detected in system,This issue relates to a database bug occurring in the application.,502.0,Database Bug,Backend Systems,Laravel,High,Production,Cloud Engineer,Misconfiguration or logic issue related to database bug,Review and fix the database bug according to best practices,This bug requires a cloud engineer due to its nature.,2025-03-17
BUG_023854,UI Bug detected in system,This issue relates to a ui bug occurring in the application.,403.0,UI Bug,Web Development,Django,Low,Production,Frontend Developer,Misconfiguration or logic issue related to ui bug,Review and fix the ui bug according to best practices,This bug requires a frontend developer due to its nature.,2025-03-02
BUG_023855,Memory Leak detected in system,This issue relates to a memory leak occurring in the application.,404.0,Memory Leak,Cloud,GCP,High,Development,QA Engineer,Misconfiguration or logic issue related to memory leak,Review and fix the memory leak according to best practices,This bug requires a qa engineer due to its nature.,2025-06-09
BUG_023856,CI/CD Bug detected in system,This issue relates to a ci/cd bug occurring in the application.,500.0,CI/CD Bug,Backend Systems,Vue,Critical,Staging,Data Engineer,Misconfiguration or logic issue related to ci/cd bug,Review and fix the ci/cd bug according to best practices,This bug requires a data engineer due to its nature.,2025-04-07
BUG_023857,Security Vulnerability detected in system,This issue relates to a security vulnerability occurring in the application.,404.0,Security Vulnerability,Web Development,MySQL,Medium,Staging,Data Engineer,Misconfiguration or logic issue related to security vulnerability,Review and fix the security vulnerability according to best practices,This bug requires a data engineer due to its nature.,2025-04-25
BUG_023858,UI Bug detected in system,This issue relates to a ui bug occurring in the application.,401.0,UI Bug,Backend Systems,Laravel,Critical,Staging,Frontend Developer,Misconfiguration or logic issue related to ui bug,Review and fix the ui bug according to best practices,This bug requires a frontend developer due to its nature.,2025-10-11
BUG_023859,Cloud Configuration Bug detected in system,This issue relates to a cloud configuration bug occurring in the application.,500.0,Cloud Configuration Bug,Web Development,PostgreSQL,Low,Development,QA Engineer,Misconfiguration or logic issue related to cloud configuration bug,Review and fix the cloud configuration bug according to best practices,This bug requires a qa engineer due to its nature.,2025-05-11
BUG_023860,Authorization Bug detected in system,This issue relates to a authorization bug occurring in the application.,403.0,Authorization Bug,Cloud,Spring Boot,High,Staging,Backend Developer,Misconfiguration or logic issue related to authorization bug,Review and fix the authorization bug according to best practices,This bug requires a backend developer due to its nature.,2025-04-03
BUG_023861,Logging Bug detected in system,This issue relates to a logging bug occurring in the application.,,Logging Bug,DevOps,React,Critical,Development,Cloud Engineer,Misconfiguration or logic issue related to logging bug,Review and fix the logging bug according to best practices,This bug requires a cloud engineer due to its nature.,2025-08-17
BUG_023862,CI/CD Bug detected in system,This issue relates to a ci/cd bug occurring in the application.,500.0,CI/CD Bug,Web Development,Kubernetes,High,Production,DevOps Engineer,Misconfiguration or logic issue related to ci/cd bug,Review and fix the ci/cd bug according to best practices,This bug requires a devops engineer due to its nature.,2025-10-05
BUG_023863,Frontend Routing Bug detected in system,This issue relates to a frontend routing bug occurring in the application.,403.0,Frontend Routing Bug,Web Development,Laravel,High,Development,Security Engineer,Misconfiguration or logic issue related to frontend routing bug,Review and fix the frontend routing bug according to best practices,This bug requires a security engineer due to its nature.,2025-03-13
BUG_023864,Backend Logic Bug detected in system,This issue relates to a backend logic bug occurring in the application.,404.0,Backend Logic Bug,Backend Systems,Laravel,Medium,Staging,Full-Stack Developer,Misconfiguration or logic issue related to backend logic bug,Review and fix the backend logic bug according to best practices,This bug requires a full-stack developer due to its nature.,2025-08-15
BUG_023865,UI Bug detected in system,This issue relates to a ui bug occurring in the application.,401.0,UI Bug,Data,MongoDB,High,Staging,DevOps Engineer,Misconfiguration or logic issue related to ui bug,Review and fix the ui bug according to best practices,This bug requires a devops engineer due to its nature.,2026-01-29
BUG_023866,Logging Bug detected in system,This issue relates to a logging bug occurring in the application.,503.0,Logging Bug,Backend Systems,Docker,Medium,Production,Mobile Developer,Misconfiguration or logic issue related to logging bug,Review and fix the logging bug according to best practices,This bug requires a mobile developer due to its nature.,2025-12-25
BUG_023867,Memory Leak detected in system,This issue relates to a memory leak occurring in the application.,502.0,Memory Leak,Backend Systems,MongoDB,High,Development,Cloud Engineer,Misconfiguration or logic issue related to memory leak,Review and fix the memory leak according to best practices,This bug requires a cloud engineer due to its nature.,2025-05-28
BUG_023868,Database Bug detected in system,This issue relates to a database bug occurring in the application.,,Database Bug,DevOps,Flask,Critical,Development,Frontend Developer,Misconfiguration or logic issue related to database bug,Review and fix the database bug according to best practices,This bug requires a frontend developer due to its nature.,2025-12-10
BUG_023869,Concurrency Bug detected in system,This issue relates to a concurrency bug occurring in the application.,503.0,Concurrency Bug,Cloud,Spring Boot,Critical,Staging,QA Engineer,Misconfiguration or logic issue related to concurrency bug,Review and fix the concurrency bug according to best practices,This bug requires a qa engineer due to its nature.,2025-08-11
BUG_023870,Backend Logic Bug detected in system,This issue relates to a backend logic bug occurring in the application.,,Backend Logic Bug,Backend Systems,MySQL,Critical,Staging,Mobile Developer,Misconfiguration or logic issue related to backend logic bug,Review and fix the backend logic bug according to best practices,This bug requires a mobile developer due to its nature.,2025-02-16
BUG_023871,Database Bug detected in system,This issue relates to a database bug occurring in the application.,404.0,Database Bug,DevOps,AWS,High,Staging,Full-Stack Developer,Misconfiguration or logic issue related to database bug,Review and fix the database bug according to best practices,This bug requires a full-stack developer due to its nature.,2025-09-20
