Startup_ID,Company_Name,Industry,One_Line_Pitch,Founding_Year,Headquarters_Location,Funding_Stage,Last_Funding_Amount_USD_Millions,Number_of_Employees,Website,LinkedIn_Profile,Twitter_Handle,CEO_Name,Core_Technology,Market_Size_Billion_USD
1829,"Valencia, Miller and Watkins",HealthTech,Digital twins for simulating biological systems.,2019,"Collinsfurt, Aruba",Seed,,25.0,valenciamillerandwatkins.ai,https://linkedin.com/company/valencia-miller-and-watkins,@valenciamill8808,Ryan Barnes,Computer Vision,50.0
1830,Salinas Ltd,Blockchain,Blockchain-backed intellectual property rights management.,2017,"South Mitchell, Mali",Series B,52.33,129.0,salinasltd.io,https://linkedin.com/company/salinas-ltd,@salinasltd2005,David Lucero,Quantum Computing,90.0
1831,Neal and Sons,Social Media,Gamified engagement tools rewarding authentic behaviors.,2011,"South Dannystad, Tajikistan",IPO,497.76,1623.0,nealandsons.io,https://linkedin.com/company/neal-and-sons,@nealandsons1261,Miguel Pierce,Machine Learning,20.0
1832,Lopez Ltd,SaaS,AI-powered SaaS search enhancing knowledge discovery.,2017,"North Deborah, New Caledonia",Seed,3.42,30.0,lopezltd.com,https://linkedin.com/company/lopez-ltd,@lopezltd9680,Carolyn Gomez,Quantum Computing,60.0
1833,"Floyd, Boyd and Browning",Blockchain,E-voting with blockchain-backed identity validation.,2012,"Lake Michaelville, Jordan",Pre-Seed,1.09,,floydboydandbrowning.co,https://linkedin.com/company/floyd-boyd-and-browning,@floydboydand4729,Brian Kim,Computer Vision,50.0
1834,"Watson, Pierce and Miller",HealthTech,AI-powered risk stratification in population health.,2008,"Ashleymouth, Portugal",Series D,211.45,1038.0,watsonpierceandmiller.io,https://linkedin.com/company/watson-pierce-and-miller,@watsonpierce1910,Carol Vazquez,IoT,40.0
1835,Hawkins-Williams,Food Tech,Omni-channel food commerce blending retail and delivery.,2021,"Port Victoriamouth, United States Virgin Islands",Private Equity,50.67,1729.0,hawkinswilliams.co,https://linkedin.com/company/hawkins-williams,@hawkinswilli3941,Joseph Stokes,IoT,60.0
1836,"Hodge, Jones and Werner",PropTech,Smart sensor networks monitoring building health.,2015,"New Regina, Lesotho",Series A,12.59,,hodgejonesandwerner.io,https://linkedin.com/company/hodge-jones-and-werner,@hodgejonesan7172,Regina Hill,Edge Computing,120.0
1837,Cline-Sandoval,Gaming,Cross-platform progression with unified accounts.,2023,"East Jennifer, Lesotho",Pre-Seed,0.94,5.0,clinesandoval.ai,https://linkedin.com/company/cline-sandoval,@clinesandova6613,Anthony Arnold,Virtual Reality,20.0
1838,"Phillips, Anderson and House",EdTech,Gamified education experiences driving stronger retention.,2022,"East Elaine, Cape Verde",Series D,148.86,1102.0,phillipsandersonandhouse.ai,https://linkedin.com/company/phillips-anderson-and-house,@phillipsande2296,Brandon Ramirez,Cybersecurity,100.0
1839,Pena-Simon,Blockchain,Multi-sig wallets for enterprise-grade custody.,2014,"North Robertstad, Morocco",Series A,,55.0,penasimon.app,https://linkedin.com/company/pena-simon,@penasimon6249,Christina Smith,Cybersecurity,80.0
1840,Fitzgerald Ltd,Blockchain,Multi-sig wallets for enterprise-grade custody.,2016,"East Barryborough, Australia",IPO,368.77,,fitzgeraldltd.io,https://linkedin.com/company/fitzgerald-ltd,,Miguel Hernandez,Augmented Reality,80.0
1841,Anderson Group,E-commerce,Instant resale/recommerce platforms minimizing waste.,2016,"Howardberg, Qatar",Series B,56.27,170.0,andersongroup.co,https://linkedin.com/company/anderson-group,@andersongrou7883,Dana Robbins,Machine Learning,25.0
1842,Roach and Sons,AI & Machine Learning,Human-in-the-loop AI ensuring accuracy and accountability.,2015,"South Matthewton, Ireland",IPO,159.49,2560.0,roachandsons.co,https://linkedin.com/company/roach-and-sons,@roachandsons1372,Craig Fleming,Computer Vision,90.0
1843,Cooper PLC,HealthTech,AI algorithms for predictive hospital triaging.,2016,"Port Scott, Kuwait",Seed,3.04,16.0,,https://linkedin.com/company/cooper-plc,@cooperplc5191,Steven Davis,Blockchain,40.0
1844,"Walker, Tate and Sutton",AI & Machine Learning,Multi-modal AI integration for smarter enterprise systems.,2015,"New Christopher, Pitcairn Islands",Series D,212.66,726.0,walkertateandsutton.io,https://linkedin.com/company/walker-tate-and-sutton,@walkertatean849,Melissa Newton,5G,90.0
1845,Evans-Grimes,CleanTech,Predictive maintenance for wind and solar farms.,2017,"Port Shirleyshire, San Marino",Series B,14.22,,evansgrimes.com,https://linkedin.com/company/evans-grimes,@evansgrimes4099,Colleen Raymond,Cloud Computing,50.0
1846,Baker Ltd,FinTech,Hyper-personalized savings solutions through AI nudges.,2025,"Carlfurt, India",Pre-Seed,,1.0,bakerltd.tech,https://linkedin.com/company/baker-ltd,@bakerltd6642,Keith Solis,Cybersecurity,80.0
1847,Mcmillan Group,Mobility,Bike-sharing optimized with IoT demand forecasting.,2025,"Smithton, Haiti",Private Equity,51.03,1883.0,mcmillangroup.tech,https://linkedin.com/company/mcmillan-group,@mcmillangrou3243,Stephen Novak,Artificial Intelligence,50.0
1848,Skinner-Solomon,SaaS,API-first SaaS that plugs into any enterprise stack.,2020,"Finleyton, Hungary",Series B,,43.0,skinnersolomon.io,https://linkedin.com/company/skinner-solomon,@skinnersolom8229,James Hernandez,Deep Learning,120.0
1849,"Hunt, Long and Ward",E-commerce,Data-driven influencer marketing maximizing ROI.,2018,"Biancaview, French Southern Territories",Pre-Seed,0.25,2.0,huntlongandward.com,https://linkedin.com/company/hunt-long-and-ward,,Jessica Reynolds,Quantum Computing,25.0
1850,Cohen PLC,E-commerce,Micro-fulfillment centers optimized with ML logistics.,2012,"Lake Jeffrey, Israel",Series C,,305.0,cohenplc.co,https://linkedin.com/company/cohen-plc,@cohenplc4094,Eric Munoz,Machine Learning,40.0
1851,Chavez and Sons,Mobility,Mobility-as-a-service with dynamic routing.,2009,"South Dennis, Turkmenistan",Series C,57.85,166.0,chavezandsons.io,https://linkedin.com/company/chavez-and-sons,@chavezandson2886,Ann Schmitt,Deep Learning,10.0
1852,Robinson-Jenkins,Social Media,Offline-first social media apps for low-connectivity regions.,2010,"Port Joanne, Wallis and Futuna",Pre-Seed,,9.0,robinsonjenkins.ai,https://linkedin.com/company/robinson-jenkins,@robinsonjenk3426,Melissa Adams,Virtual Reality,50.0
1853,Garcia PLC,E-commerce,Gig-economy delivery integration into e-commerce platforms.,2011,"New Jessicaville, Saint Vincent and the Grenadines",,,82.0,garciaplc.io,https://linkedin.com/company/garcia-plc,@garciaplc9793,Jennifer Fowler,Deep Learning,60.0
1854,"Collins, Hoover and Miller",E-commerce,Crypto-enabled payments for borderless transactions.,2013,"Bakerborough, Monaco",Series B,24.92,186.0,collinshooverandmiller.co,https://linkedin.com/company/collins-hoover-and-miller,@collinshoove7016,David Anderson,Deep Learning,5.0
1855,Valentine-Dickson,EdTech,Career coaching bots guiding job-seekers in real time.,2009,"West Elizabeth, Haiti",Series A,12.5,65.0,valentinedickson.co,https://linkedin.com/company/valentine-dickson,@valentinedic7759,Courtney Green,Computer Vision,50.0
1856,Avery Inc,E-commerce,Instant resale/recommerce platforms minimizing waste.,2015,"North Christian, Syrian Arab Republic",IPO,851.36,,averyinc.app,https://linkedin.com/company/avery-inc,@averyinc2910,Michael Porter,Deep Learning,100.0
1857,Brooks Ltd,Gaming,Semantic AI enabling natural voice-controlled gameplay.,2023,"Mitchellmouth, Slovakia (Slovak Republic)",Seed,2.1,27.0,brooksltd.io,https://linkedin.com/company/brooks-ltd,@brooksltd8371,Sydney Elliott,Edge Computing,10.0
1858,Porter-Flynn,SaaS,AI-powered SaaS search enhancing knowledge discovery.,2015,"Matthewsview, Saint Helena",Series D,195.4,495.0,porterflynn.co,https://linkedin.com/company/porter-flynn,@porterflynn4437,Stephanie Reid,Cloud Computing,100.0
1859,Ward and Sons,EdTech,Predictive analytics identifying at-risk students early.,2025,"Woodfort, Togo",Private Equity,386.57,614.0,wardandsons.app,https://linkedin.com/company/ward-and-sons,@wardandsons6362,James Chandler,Big Data,
1860,"Reyes, Roman and Jordan",Blockchain,Distributed storage networks safeguarding global data.,2022,"Davidburgh, Guam",Series A,14.56,35.0,reyesromanandjordan.app,https://linkedin.com/company/reyes-roman-and-jordan,@reyesromanan8963,Alex Wolfe,Machine Learning,50.0
1861,Armstrong PLC,Cybersecurity,User behavior baselining for anomaly prevention.,2021,"Williammouth, Colombia",Series D,194.44,303.0,armstrongplc.co,https://linkedin.com/company/armstrong-plc,@armstrongplc8822,Linda Morris,Big Data,25.0
1862,Johnston-Sanders,Gaming,Crowd AI tuning game difficulty in real-time events.,2010,"Whitebury, American Samoa",,,182.0,johnstonsanders.io,https://linkedin.com/company/johnston-sanders,@johnstonsand8194,William Taylor,5G,15.0
1863,Frank-Chapman,EdTech,AI tutors providing one-on-one digital mentorship.,2008,"West Hunterville, Venezuela",IPO,547.39,1371.0,frankchapman.co,https://linkedin.com/company/frank-chapman,@frankchapman966,Amy Contreras,Virtual Reality,
1864,Curtis-Silva,FinTech,Knowledge graphs powering financial risk intelligence.,2021,"Port Phyllis, Wallis and Futuna",,,284.0,curtissilva.app,https://linkedin.com/company/curtis-silva,@curtissilva313,Bruce Frank,Computer Vision,25.0
1865,Lewis-Pacheco,HealthTech,Smart triage bots helping emergency response.,2014,"Knightbury, Palestinian Territory",Series C,65.74,303.0,lewispacheco.io,https://linkedin.com/company/lewis-pacheco,@lewispacheco5298,Courtney Woodward,Machine Learning,60.0
1866,"Mckee, Johnson and Brewer",Social Media,Content fingerprinting detecting plagiarism across platforms.,2017,"South Shelbystad, Uruguay",Private Equity,232.46,591.0,mckeejohnsonandbrewer.tech,https://linkedin.com/company/mckee-johnson-and-brewer,@mckeejohnson1784,Timothy Miller,Deep Learning,150.0
1867,"Dunn, Davis and Cantu",Gaming,Cloud-native gaming with ultra-low latency.,2014,"Lucasborough, Guyana",Series C,98.72,440.0,dunndavisandcantu.com,https://linkedin.com/company/dunn-davis-and-cantu,@dunndavisand1800,Mary Stevenson,Augmented Reality,30.0
1868,Hamilton PLC,SaaS,SaaS platforms auto-scaling with zero downtime resilience.,2021,"Greenfort, Australia",IPO,705.01,4811.0,hamiltonplc.io,https://linkedin.com/company/hamilton-plc,@hamiltonplc3580,Cory Hanna,5G,80.0
1869,"Peck, Rhodes and Holt",Cybersecurity,Confidential computing protecting sensitive workloads.,2008,"Hoganberg, Cyprus",Series A,,41.0,peckrhodesandholt.tech,https://linkedin.com/company/peck-rhodes-and-holt,@peckrhodesan9858,Julie Anderson,Machine Learning,60.0
1870,Ross-Nguyen,EdTech,Virtual labs enabling safe skill experimentation.,2016,"East Taylor, Bouvet Island (Bouvetoya)",Series B,55.88,153.0,rossnguyen.app,https://linkedin.com/company/ross-nguyen,@rossnguyen3361,Antonio Wilcox,NLP,60.0
1871,"Graves, Ochoa and Cervantes",Gaming,AI-driven matchmaking systems ensuring balanced play.,2009,"North Sarastad, Greece",Series C,133.8,210.0,gravesochoaandcervantes.com,https://linkedin.com/company/graves-ochoa-and-cervantes,@gravesochoaa1211,Mary Williams,Big Data,60.0
1872,Mccall Group,SaaS,Microservices-first SaaS maximizing modularity.,2008,"Lake David, Georgia",Seed,,30.0,mccallgroup.io,https://linkedin.com/company/mccall-group,@mccallgroup634,Joel Bradford,5G,25.0
1873,Wilson Inc,Cybersecurity,Identity federation simplifying secure enterprise access.,2025,"Jeremyshire, Puerto Rico",Seed,3.8,,wilsoninc.tech,https://linkedin.com/company/wilson-inc,@wilsoninc9867,Patricia Robinson,Quantum Computing,10.0
1874,Rice-Burton,PropTech,Construction robotics improving project efficiency.,2018,"South Victoriaton, Congo",Series C,61.34,130.0,riceburton.io,https://linkedin.com/company/rice-burton,@riceburton5231,James Reed,NLP,40.0
1875,"Moore, Rowe and Thompson",Social Media,Content fingerprinting detecting plagiarism across platforms.,2011,"New Deannashire, Saint Kitts and Nevis",IPO,589.19,,mooreroweandthompson.ai,https://linkedin.com/company/moore-rowe-and-thompson,@mooreroweand7874,Kari Sanchez,Machine Learning,20.0
1876,Ball PLC,FinTech,Climate risk modeling for global finance stability.,2011,"Margaretborough, United States of America",Series A,7.57,12.0,ballplc.io,,@ballplc4972,Christopher Bowman,NLP,150.0
1877,Perez-Gilbert,CleanTech,Next-gen recyclable materials powered by nanotech.,2010,"North Justin, Timor-Leste",Seed,,16.0,perezgilbert.app,https://linkedin.com/company/perez-gilbert,@perezgilbert4901,Michael Kline,Big Data,80.0
1878,Casey and Sons,PropTech,Autonomous drones inspecting property sites.,2023,"East Rodney, Benin",Series B,28.43,250.0,caseyandsons.co,https://linkedin.com/company/casey-and-sons,@caseyandsons3073,Valerie Harrison,Quantum Computing,15.0
1879,Solomon PLC,IoT,Retail IoT tagging improving inventory visibility.,2011,"Williamsburgh, Iceland",IPO,441.06,2645.0,solomonplc.io,https://linkedin.com/company/solomon-plc,@solomonplc4088,Rachel Martinez,Augmented Reality,25.0
1880,"Roman, Gallegos and Gonzalez",Food Tech,Data-driven supplier marketplaces centralizing procurement.,2014,"North Alexisville, Cape Verde",Seed,2.2,23.0,romangallegosandgonzalez.io,https://linkedin.com/company/roman-gallegos-and-gonzalez,@romangallego6366,Hector Bruce,NLP,15.0
1881,"Walker, Estes and Byrd",HealthTech,Remote rehabilitation driven by VR + AI analytics.,2023,"Lake Christopher, Togo",Series A,18.08,,walkerestesandbyrd.app,https://linkedin.com/company/walker-estes-and-byrd,@walkerestesa5953,Riley Mccoy DVM,Blockchain,70.0
1882,Ferguson-Scott,Blockchain,DAO governance protocols enabling user participation.,2016,"Mendozamouth, Kenya",,,184.0,fergusonscott.co,https://linkedin.com/company/ferguson-scott,@fergusonscot6397,Bonnie Clark,5G,70.0
1883,Hendrix and Sons,AI & Machine Learning,Scalable AI systems built for high-volume data pipelines.,2018,"East Samantha, Malawi",Series D,136.97,611.0,hendrixandsons.io,https://linkedin.com/company/hendrix-and-sons,@hendrixandso5991,Brian Lawson,Artificial Intelligence,90.0
1884,Osborn-Reed,HealthTech,Robotic caregivers supporting aging populations.,2012,"Lake Lisa, Poland",Seed,0.88,14.0,osbornreed.ai,,@osbornreed425,Cathy Navarro,Cloud Computing,60.0
1885,Sullivan-Bennett,AI & Machine Learning,Autonomous decision-making frameworks powered by ML.,2016,"Jasonton, United Arab Emirates",Series C,,519.0,sullivanbennett.co,https://linkedin.com/company/sullivan-bennett,@sullivanbenn8344,Roy Reid,Machine Learning,120.0
1886,"Mendoza, Lindsey and Jones",CleanTech,Grid-scale optimization for renewable energy reliability.,2008,"New Brianfurt, Poland",Seed,4.91,19.0,mendozalindseyandjones.tech,https://linkedin.com/company/mendoza-lindsey-and-jones,@mendozalinds967,Desiree Carey,Cloud Computing,60.0
1887,Washington LLC,HealthTech,"AI-assisted diagnostics for faster, more accurate care.",2023,"Port Angelica, Gambia",Series A,5.46,25.0,washingtonllc.ai,https://linkedin.com/company/washington-llc,@washingtonll2644,Marissa Nguyen,Big Data,25.0
1888,Beasley Inc,CleanTech,Grid-scale optimization for renewable energy reliability.,2025,"Port Paul, Iran",Series C,69.21,198.0,beasleyinc.ai,https://linkedin.com/company/beasley-inc,@beasleyinc9929,Katie Mitchell,Deep Learning,70.0
1889,Perez-Clayton,PropTech,AI assistants for real estate broker workflows.,2011,"Sandovalfurt, Bahrain",Series C,136.79,,perezclayton.com,https://linkedin.com/company/perez-clayton,@perezclayton4035,Donald Alvarez,Big Data,90.0
1890,Flores-Carroll,E-commerce,Customizable global tax compliance in e-commerce systems.,2022,"Lake Donna, Heard Island and McDonald Islands",Series D,91.18,806.0,florescarroll.io,https://linkedin.com/company/flores-carroll,@florescarrol126,William Adams,NLP,120.0
1891,Knight Ltd,E-commerce,Checkout optimization for cross-border growth.,2022,"Markview, Andorra",,,15.0,knightltd.io,https://linkedin.com/company/knight-ltd,@knightltd8855,Meagan Johnston,Cloud Computing,5.0
1892,Vargas-Lewis,Gaming,Neuro-gaming using biofeedback for adaptive mechanics.,2017,"Shannonfort, Guinea-Bissau",Series D,,977.0,vargaslewis.io,https://linkedin.com/company/vargas-lewis,@vargaslewis8365,Amy Lara,Computer Vision,20.0
1893,Smith and Sons,Cybersecurity,Blockchain for immutable cybersecurity logs.,2012,"Braytown, Barbados",IPO,257.76,4850.0,smithandsons.tech,https://linkedin.com/company/smith-and-sons,@smithandsons3659,Marissa Davis,Cybersecurity,5.0
1894,"Stanley, Hernandez and Jones",IoT,IoT twin models aiding industrial testing.,2015,"New John, Saint Barthelemy",Pre-Seed,0.9,,stanleyhernandezandjones.io,https://linkedin.com/company/stanley-hernandez-and-jones,@stanleyherna1595,Travis Powell,Big Data,50.0
1895,"Knight, Gibson and Johnson",Blockchain,Real-estate token exchanges democratizing investments.,2020,"Lewisburgh, Japan",Series B,10.69,171.0,knightgibsonandjohnson.ai,https://linkedin.com/company/knight-gibson-and-johnson,@knightgibson5644,John Miller DDS,Computer Vision,
1896,Anderson Ltd,PropTech,Automated repair scheduling with predictive insights.,2016,"Leonardtown, Kuwait",,,1.0,andersonltd.co,https://linkedin.com/company/anderson-ltd,@andersonltd9876,Melissa Maynard,Artificial Intelligence,120.0
1897,"Howell, Wong and Fisher",IoT,IoT wearables for real-time fitness coaching.,2025,"Port Dana, Cote d'Ivoire",,,194.0,howellwongandfisher.com,https://linkedin.com/company/howell-wong-and-fisher,@howellwongan795,Melinda Mccullough,Deep Learning,100.0
1898,"Steele, Harris and Morrison",PropTech,AI assistants for real estate broker workflows.,2009,"Murphyborough, Antarctica (the territory South of 60 deg S)",Series D,,654.0,steeleharrisandmorrison.co,https://linkedin.com/company/steele-harris-and-morrison,@steeleharris1528,Megan Floyd,Computer Vision,50.0
1899,"Rogers, Hall and Thomas",IoT,Autonomous factory floors powered by IoT robotics.,2019,"North Brenda, Guinea",Pre-Seed,0.08,8.0,rogershallandthomas.app,https://linkedin.com/company/rogers-hall-and-thomas,@rogershallan6529,Patricia Tucker,Big Data,30.0
1900,Nelson-Campbell,SaaS,Marketplace-ready SaaS solutions enabling partner ecosystems.,2018,"Marshport, Lesotho",IPO,830.43,1808.0,,https://linkedin.com/company/nelson-campbell,@nelsoncampbe2308,Anthony Taylor,Cloud Computing,60.0
